,restaurantsId,name,averageRating,establishmentTypeAndCuisineTags
2050,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2051,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2052,d19428928,Tanatan Shivaji Park,5.0,Indian
2053,d1014520,Peshawri,4.5,Indian Healthy
2054,d3268182,Nawab Saheb,5.0,Indian
2055,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2056,d16845556,Yeda Republic,5.0,Asian
2057,d6158439,The Brasserie,4.5,Indian International Asian
2058,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2059,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2060,d1138825,Lotus Cafe,4.5,Indian Cafe International
2061,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2062,d1370074,Dakshin Coastal,4.5,Indian
2063,d947165,Flamboyante,4.5,Indian
2064,d5899260,Bombay High,5.0,Bar
2065,d7707818,The Bombay Canteen,4.5,Indian
2066,d1202559,It's Mirchi,4.5,Indian
2067,d4064145,The Arthouse,4.5,Indian International
2068,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2069,d5901185,Fountain Sizzlers,4.5,Indian
2070,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2071,d21387580,Fiona,5.0,Italian Indian Bar Asian
2072,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2073,d2034920,Namak,5.0,Indian
2074,d8010527,Saptami,5.0,Indian
2075,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2076,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2077,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2078,d15223662,Ummrao,5.0,Indian
2079,d804433,Kebabs & Kurries,5.0,Indian
2080,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2081,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2082,d19428928,Tanatan Shivaji Park,5.0,Indian
2083,d1014520,Peshawri,4.5,Indian Healthy
2084,d3268182,Nawab Saheb,5.0,Indian
2085,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2086,d16845556,Yeda Republic,5.0,Asian
2087,d6158439,The Brasserie,4.5,Indian International Asian
2088,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2089,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2090,d1138825,Lotus Cafe,4.5,Indian Cafe International
2091,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2092,d1370074,Dakshin Coastal,4.5,Indian
2093,d947165,Flamboyante,4.5,Indian
2094,d5899260,Bombay High,5.0,Bar
2095,d7707818,The Bombay Canteen,4.5,Indian
2096,d1202559,It's Mirchi,4.5,Indian
2097,d4064145,The Arthouse,4.5,Indian International
2098,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2099,d5901185,Fountain Sizzlers,4.5,Indian
2100,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2101,d21387580,Fiona,5.0,Italian Indian Bar Asian
2102,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2103,d2034920,Namak,5.0,Indian
2104,d8010527,Saptami,5.0,Indian
2105,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2106,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2107,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2108,d15223662,Ummrao,5.0,Indian
2109,d804433,Kebabs & Kurries,5.0,Indian
2110,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2111,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2112,d19428928,Tanatan Shivaji Park,5.0,Indian
2113,d1014520,Peshawri,4.5,Indian Healthy
2114,d3268182,Nawab Saheb,5.0,Indian
2115,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2116,d16845556,Yeda Republic,5.0,Asian
2117,d6158439,The Brasserie,4.5,Indian International Asian
2118,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2119,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2120,d1138825,Lotus Cafe,4.5,Indian Cafe International
2121,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2122,d1370074,Dakshin Coastal,4.5,Indian
2123,d947165,Flamboyante,4.5,Indian
2124,d5899260,Bombay High,5.0,Bar
2125,d7707818,The Bombay Canteen,4.5,Indian
2126,d1202559,It's Mirchi,4.5,Indian
2127,d4064145,The Arthouse,4.5,Indian International
2128,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2129,d5901185,Fountain Sizzlers,4.5,Indian
2130,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2131,d21387580,Fiona,5.0,Italian Indian Bar Asian
2132,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2133,d2034920,Namak,5.0,Indian
2134,d8010527,Saptami,5.0,Indian
2135,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2136,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2137,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2138,d15223662,Ummrao,5.0,Indian
2139,d804433,Kebabs & Kurries,5.0,Indian
2140,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2141,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2142,d19428928,Tanatan Shivaji Park,5.0,Indian
2143,d1014520,Peshawri,4.5,Indian Healthy
2144,d3268182,Nawab Saheb,5.0,Indian
2145,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2146,d16845556,Yeda Republic,5.0,Asian
2147,d6158439,The Brasserie,4.5,Indian International Asian
2148,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2149,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2150,d1138825,Lotus Cafe,4.5,Indian Cafe International
2151,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2152,d1370074,Dakshin Coastal,4.5,Indian
2153,d947165,Flamboyante,4.5,Indian
2154,d5899260,Bombay High,5.0,Bar
2155,d7707818,The Bombay Canteen,4.5,Indian
2156,d1202559,It's Mirchi,4.5,Indian
2157,d4064145,The Arthouse,4.5,Indian International
2158,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2159,d5901185,Fountain Sizzlers,4.5,Indian
2160,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2161,d21387580,Fiona,5.0,Italian Indian Bar Asian
2162,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2163,d2034920,Namak,5.0,Indian
2164,d8010527,Saptami,5.0,Indian
2165,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2166,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2167,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2168,d15223662,Ummrao,5.0,Indian
2169,d804433,Kebabs & Kurries,5.0,Indian
2170,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2171,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2172,d19428928,Tanatan Shivaji Park,5.0,Indian
2173,d1014520,Peshawri,4.5,Indian Healthy
2174,d3268182,Nawab Saheb,5.0,Indian
2175,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2176,d16845556,Yeda Republic,5.0,Asian
2177,d6158439,The Brasserie,4.5,Indian International Asian
2178,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2179,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2180,d1138825,Lotus Cafe,4.5,Indian Cafe International
2181,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2182,d1370074,Dakshin Coastal,4.5,Indian
2183,d947165,Flamboyante,4.5,Indian
2184,d5899260,Bombay High,5.0,Bar
2185,d7707818,The Bombay Canteen,4.5,Indian
2186,d1202559,It's Mirchi,4.5,Indian
2187,d4064145,The Arthouse,4.5,Indian International
2188,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2189,d5901185,Fountain Sizzlers,4.5,Indian
2190,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2191,d21387580,Fiona,5.0,Italian Indian Bar Asian
2192,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2193,d2034920,Namak,5.0,Indian
2194,d8010527,Saptami,5.0,Indian
2195,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2196,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2197,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2198,d15223662,Ummrao,5.0,Indian
2199,d804433,Kebabs & Kurries,5.0,Indian
2200,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2201,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2202,d19428928,Tanatan Shivaji Park,5.0,Indian
2203,d1014520,Peshawri,4.5,Indian Healthy
2204,d3268182,Nawab Saheb,5.0,Indian
2205,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2206,d16845556,Yeda Republic,5.0,Asian
2207,d6158439,The Brasserie,4.5,Indian International Asian
2208,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2209,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2210,d1138825,Lotus Cafe,4.5,Indian Cafe International
2211,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2212,d1370074,Dakshin Coastal,4.5,Indian
2213,d947165,Flamboyante,4.5,Indian
2214,d5899260,Bombay High,5.0,Bar
2215,d7707818,The Bombay Canteen,4.5,Indian
2216,d1202559,It's Mirchi,4.5,Indian
2217,d4064145,The Arthouse,4.5,Indian International
2218,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2219,d5901185,Fountain Sizzlers,4.5,Indian
2220,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2221,d21387580,Fiona,5.0,Italian Indian Bar Asian
2222,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2223,d2034920,Namak,5.0,Indian
2224,d8010527,Saptami,5.0,Indian
2225,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2226,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2227,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2228,d15223662,Ummrao,5.0,Indian
2229,d804433,Kebabs & Kurries,5.0,Indian
2230,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2231,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2232,d19428928,Tanatan Shivaji Park,5.0,Indian
2233,d1014520,Peshawri,4.5,Indian Healthy
2234,d3268182,Nawab Saheb,5.0,Indian
2235,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2236,d16845556,Yeda Republic,5.0,Asian
2237,d6158439,The Brasserie,4.5,Indian International Asian
2238,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2239,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2240,d1138825,Lotus Cafe,4.5,Indian Cafe International
2241,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2242,d1370074,Dakshin Coastal,4.5,Indian
2243,d947165,Flamboyante,4.5,Indian
2244,d5899260,Bombay High,5.0,Bar
2245,d7707818,The Bombay Canteen,4.5,Indian
2246,d1202559,It's Mirchi,4.5,Indian
2247,d4064145,The Arthouse,4.5,Indian International
2248,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2249,d5901185,Fountain Sizzlers,4.5,Indian
2250,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2251,d21387580,Fiona,5.0,Italian Indian Bar Asian
2252,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2253,d2034920,Namak,5.0,Indian
2254,d8010527,Saptami,5.0,Indian
2255,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2256,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2257,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2258,d15223662,Ummrao,5.0,Indian
2259,d804433,Kebabs & Kurries,5.0,Indian
2260,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2261,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2262,d19428928,Tanatan Shivaji Park,5.0,Indian
2263,d1014520,Peshawri,4.5,Indian Healthy
2264,d3268182,Nawab Saheb,5.0,Indian
2265,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2266,d16845556,Yeda Republic,5.0,Asian
2267,d6158439,The Brasserie,4.5,Indian International Asian
2268,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2269,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2270,d1138825,Lotus Cafe,4.5,Indian Cafe International
2271,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2272,d1370074,Dakshin Coastal,4.5,Indian
2273,d947165,Flamboyante,4.5,Indian
2274,d5899260,Bombay High,5.0,Bar
2275,d7707818,The Bombay Canteen,4.5,Indian
2276,d1202559,It's Mirchi,4.5,Indian
2277,d4064145,The Arthouse,4.5,Indian International
2278,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2279,d5901185,Fountain Sizzlers,4.5,Indian
2280,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2281,d21387580,Fiona,5.0,Italian Indian Bar Asian
2282,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2283,d2034920,Namak,5.0,Indian
2284,d8010527,Saptami,5.0,Indian
2285,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2286,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2287,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2288,d15223662,Ummrao,5.0,Indian
2289,d804433,Kebabs & Kurries,5.0,Indian
2290,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2291,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2292,d19428928,Tanatan Shivaji Park,5.0,Indian
2293,d1014520,Peshawri,4.5,Indian Healthy
2294,d3268182,Nawab Saheb,5.0,Indian
2295,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2296,d16845556,Yeda Republic,5.0,Asian
2297,d6158439,The Brasserie,4.5,Indian International Asian
2298,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2299,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2300,d1138825,Lotus Cafe,4.5,Indian Cafe International
2301,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2302,d1370074,Dakshin Coastal,4.5,Indian
2303,d947165,Flamboyante,4.5,Indian
2304,d5899260,Bombay High,5.0,Bar
2305,d7707818,The Bombay Canteen,4.5,Indian
2306,d1202559,It's Mirchi,4.5,Indian
2307,d4064145,The Arthouse,4.5,Indian International
2308,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2309,d5901185,Fountain Sizzlers,4.5,Indian
2310,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2311,d21387580,Fiona,5.0,Italian Indian Bar Asian
2312,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2313,d2034920,Namak,5.0,Indian
2314,d8010527,Saptami,5.0,Indian
2315,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2316,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2317,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2318,d15223662,Ummrao,5.0,Indian
2319,d804433,Kebabs & Kurries,5.0,Indian
2320,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2321,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2322,d19428928,Tanatan Shivaji Park,5.0,Indian
2323,d1014520,Peshawri,4.5,Indian Healthy
2324,d3268182,Nawab Saheb,5.0,Indian
2325,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2326,d16845556,Yeda Republic,5.0,Asian
2327,d6158439,The Brasserie,4.5,Indian International Asian
2328,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2329,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2330,d1138825,Lotus Cafe,4.5,Indian Cafe International
2331,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2332,d1370074,Dakshin Coastal,4.5,Indian
2333,d947165,Flamboyante,4.5,Indian
2334,d5899260,Bombay High,5.0,Bar
2335,d7707818,The Bombay Canteen,4.5,Indian
2336,d1202559,It's Mirchi,4.5,Indian
2337,d4064145,The Arthouse,4.5,Indian International
2338,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2339,d5901185,Fountain Sizzlers,4.5,Indian
2340,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2341,d21387580,Fiona,5.0,Italian Indian Bar Asian
2342,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2343,d2034920,Namak,5.0,Indian
2344,d8010527,Saptami,5.0,Indian
2345,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2346,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2347,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2348,d15223662,Ummrao,5.0,Indian
2349,d804433,Kebabs & Kurries,5.0,Indian
2350,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2351,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2352,d19428928,Tanatan Shivaji Park,5.0,Indian
2353,d1014520,Peshawri,4.5,Indian Healthy
2354,d3268182,Nawab Saheb,5.0,Indian
2355,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2356,d16845556,Yeda Republic,5.0,Asian
2357,d6158439,The Brasserie,4.5,Indian International Asian
2358,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2359,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2360,d1138825,Lotus Cafe,4.5,Indian Cafe International
2361,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2362,d1370074,Dakshin Coastal,4.5,Indian
2363,d947165,Flamboyante,4.5,Indian
2364,d5899260,Bombay High,5.0,Bar
2365,d7707818,The Bombay Canteen,4.5,Indian
2366,d1202559,It's Mirchi,4.5,Indian
2367,d4064145,The Arthouse,4.5,Indian International
2368,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2369,d5901185,Fountain Sizzlers,4.5,Indian
2370,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2371,d21387580,Fiona,5.0,Italian Indian Bar Asian
2372,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2373,d2034920,Namak,5.0,Indian
2374,d8010527,Saptami,5.0,Indian
2375,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2376,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2377,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2378,d15223662,Ummrao,5.0,Indian
2379,d804433,Kebabs & Kurries,5.0,Indian
2380,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2381,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2382,d19428928,Tanatan Shivaji Park,5.0,Indian
2383,d1014520,Peshawri,4.5,Indian Healthy
2384,d3268182,Nawab Saheb,5.0,Indian
2385,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2386,d16845556,Yeda Republic,5.0,Asian
2387,d6158439,The Brasserie,4.5,Indian International Asian
2388,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2389,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2390,d1138825,Lotus Cafe,4.5,Indian Cafe International
2391,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2392,d1370074,Dakshin Coastal,4.5,Indian
2393,d947165,Flamboyante,4.5,Indian
2394,d5899260,Bombay High,5.0,Bar
2395,d7707818,The Bombay Canteen,4.5,Indian
2396,d1202559,It's Mirchi,4.5,Indian
2397,d4064145,The Arthouse,4.5,Indian International
2398,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2399,d5901185,Fountain Sizzlers,4.5,Indian
2400,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2401,d21387580,Fiona,5.0,Italian Indian Bar Asian
2402,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2403,d2034920,Namak,5.0,Indian
2404,d8010527,Saptami,5.0,Indian
2405,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2406,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2407,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2408,d15223662,Ummrao,5.0,Indian
2409,d804433,Kebabs & Kurries,5.0,Indian
2410,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2411,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2412,d19428928,Tanatan Shivaji Park,5.0,Indian
2413,d1014520,Peshawri,4.5,Indian Healthy
2414,d3268182,Nawab Saheb,5.0,Indian
2415,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2416,d16845556,Yeda Republic,5.0,Asian
2417,d6158439,The Brasserie,4.5,Indian International Asian
2418,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2419,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2420,d1138825,Lotus Cafe,4.5,Indian Cafe International
2421,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2422,d1370074,Dakshin Coastal,4.5,Indian
2423,d947165,Flamboyante,4.5,Indian
2424,d5899260,Bombay High,5.0,Bar
2425,d7707818,The Bombay Canteen,4.5,Indian
2426,d1202559,It's Mirchi,4.5,Indian
2427,d4064145,The Arthouse,4.5,Indian International
2428,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2429,d5901185,Fountain Sizzlers,4.5,Indian
2430,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2431,d21387580,Fiona,5.0,Italian Indian Bar Asian
2432,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2433,d2034920,Namak,5.0,Indian
2434,d8010527,Saptami,5.0,Indian
2435,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2436,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2437,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2438,d15223662,Ummrao,5.0,Indian
2439,d804433,Kebabs & Kurries,5.0,Indian
2440,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2441,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2442,d19428928,Tanatan Shivaji Park,5.0,Indian
2443,d1014520,Peshawri,4.5,Indian Healthy
2444,d3268182,Nawab Saheb,5.0,Indian
2445,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2446,d16845556,Yeda Republic,5.0,Asian
2447,d6158439,The Brasserie,4.5,Indian International Asian
2448,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2449,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2450,d1138825,Lotus Cafe,4.5,Indian Cafe International
2451,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2452,d1370074,Dakshin Coastal,4.5,Indian
2453,d947165,Flamboyante,4.5,Indian
2454,d5899260,Bombay High,5.0,Bar
2455,d7707818,The Bombay Canteen,4.5,Indian
2456,d1202559,It's Mirchi,4.5,Indian
2457,d4064145,The Arthouse,4.5,Indian International
2458,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2459,d5901185,Fountain Sizzlers,4.5,Indian
2460,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2461,d21387580,Fiona,5.0,Italian Indian Bar Asian
2462,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2463,d2034920,Namak,5.0,Indian
2464,d8010527,Saptami,5.0,Indian
2465,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2466,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2467,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2468,d15223662,Ummrao,5.0,Indian
2469,d804433,Kebabs & Kurries,5.0,Indian
2470,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2471,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2472,d19428928,Tanatan Shivaji Park,5.0,Indian
2473,d1014520,Peshawri,4.5,Indian Healthy
2474,d3268182,Nawab Saheb,5.0,Indian
2475,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2476,d16845556,Yeda Republic,5.0,Asian
2477,d6158439,The Brasserie,4.5,Indian International Asian
2478,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2479,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2480,d1138825,Lotus Cafe,4.5,Indian Cafe International
2481,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2482,d1370074,Dakshin Coastal,4.5,Indian
2483,d947165,Flamboyante,4.5,Indian
2484,d5899260,Bombay High,5.0,Bar
2485,d7707818,The Bombay Canteen,4.5,Indian
2486,d1202559,It's Mirchi,4.5,Indian
2487,d4064145,The Arthouse,4.5,Indian International
2488,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2489,d5901185,Fountain Sizzlers,4.5,Indian
2490,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2491,d21387580,Fiona,5.0,Italian Indian Bar Asian
2492,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2493,d2034920,Namak,5.0,Indian
2494,d8010527,Saptami,5.0,Indian
2495,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
2496,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
2497,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
2498,d15223662,Ummrao,5.0,Indian
2499,d804433,Kebabs & Kurries,5.0,Indian
2500,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
2501,d21511592,Rasoi Kitchen & Bar,5.0,Indian
2502,d19428928,Tanatan Shivaji Park,5.0,Indian
2503,d1014520,Peshawri,4.5,Indian Healthy
2504,d3268182,Nawab Saheb,5.0,Indian
2505,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
2506,d16845556,Yeda Republic,5.0,Asian
2507,d6158439,The Brasserie,4.5,Indian International Asian
2508,d17609451,Gallery Café,5.0,Indian International Asian Healthy
2509,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
2510,d1138825,Lotus Cafe,4.5,Indian Cafe International
2511,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
2512,d1370074,Dakshin Coastal,4.5,Indian
2513,d947165,Flamboyante,4.5,Indian
2514,d5899260,Bombay High,5.0,Bar
2515,d7707818,The Bombay Canteen,4.5,Indian
2516,d1202559,It's Mirchi,4.5,Indian
2517,d4064145,The Arthouse,4.5,Indian International
2518,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
2519,d5901185,Fountain Sizzlers,4.5,Indian
2520,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
2521,d21387580,Fiona,5.0,Italian Indian Bar Asian
2522,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
2523,d2034920,Namak,5.0,Indian
